playid,team,host,m0_cnt,w0,d0,l0,m0_hit,m0_mis,m1_cnt,w1,d1,l1,m1_hit,m1_mis,m_dval,m_num,m_r,m_p
24161,莱切斯特,0,10,2,4,4,13,15,7.0,0.0,1.0,6.0,4.0,15.0,-11.0,1.0,19.0,0%
24161,伯恩茅斯,1,10,4,2,4,12,13,7.0,5.0,2.0,0.0,15.0,6.0,9.0,17.0,3.0,72%
24161,阿森纳,0,10,7,3,0,22,7,7.0,2.0,2.0,3.0,8.0,10.0,-2.0,8.0,14.0,29%
24161,弗赖堡,1,10,6,2,2,23,11,6.0,2.0,1.0,3.0,9.0,15.0,-6.0,7.0,13.0,34%
24161,奥格斯堡,0,10,5,1,4,19,20,6.0,4.0,0.0,2.0,9.0,7.0,2.0,12.0,5.0,67%
24161,勒沃库森,1,10,6,3,1,24,14,6.0,4.0,1.0,1.0,14.0,9.0,5.0,13.0,3.0,67%
24161,法兰克福,0,10,6,2,2,26,17,6.0,3.0,2.0,1.0,16.0,12.0,4.0,11.0,6.0,50%
24161,美因茨,1,10,4,3,3,18,14,6.0,4.0,2.0,0.0,9.0,2.0,7.0,14.0,2.0,67%
24161,莱红牛,0,10,6,2,2,19,9,6.0,2.0,2.0,2.0,11.0,10.0,1.0,8.0,10.0,34%
24161,拜仁,1,10,7,2,1,37,10,6.0,2.0,3.0,1.0,15.0,11.0,4.0,9.0,8.0,34%
24161,斯图加特,0,10,4,5,1,26,14,6.0,4.0,2.0,0.0,20.0,7.0,13.0,14.0,3.0,67%
24161,AC米兰,1,10,4,2,4,19,14,7.0,4.0,1.0,2.0,10.0,10.0,0.0,13.0,5.0,58%
24161,乌迪内斯,0,10,7,1,2,18,11,7.0,3.0,2.0,2.0,15.0,9.0,6.0,11.0,6.0,43%
24161,尤文图斯,1,10,5,4,1,16,6,7.0,4.0,1.0,2.0,14.0,11.0,3.0,13.0,5.0,58%
24161,拉齐奥,0,10,7,1,2,22,12,7.0,3.0,4.0,0.0,10.0,1.0,9.0,13.0,4.0,43%
24161,奥萨苏纳,1,10,4,3,3,14,16,9.0,3.0,3.0,3.0,8.0,8.0,0.0,12.0,10.0,34%
24161,贝蒂斯,0,10,4,2,4,10,8,9.0,4.0,3.0,2.0,13.0,14.0,-1.0,15.0,6.0,45%
24161,塞尔塔,1,10,4,2,4,18,17,9.0,6.0,3.0,0.0,19.0,6.0,13.0,21.0,2.0,67%
24161,皇马,0,10,7,2,1,21,7,9.0,4.0,1.0,4.0,16.0,15.0,1.0,13.0,10.0,45%
24160,利兹联,1,10,4,4,2,15,10,9.0,6.0,3.0,0.0,12.0,3.0,9.0,21.0,1.0,67%
24160,谢菲联,0,10,6,3,1,14,6,9.0,4.0,4.0,1.0,15.0,7.0,8.0,16.0,5.0,45%
24160,多特蒙德,1,10,7,1,2,28,13,6.0,1.0,1.0,4.0,4.0,9.0,-5.0,4.0,15.0,17%
24160,圣保利,0,10,3,2,5,14,15,6.0,3.0,1.0,2.0,12.0,11.0,1.0,10.0,7.0,50%
24160,达姆施塔,1,10,4,3,3,17,18,8.0,3.0,3.0,2.0,20.0,13.0,7.0,12.0,7.0,38%
24160,科隆,0,10,4,4,2,25,17,8.0,1.0,3.0,4.0,12.0,19.0,-7.0,6.0,16.0,13%
24160,柏林赫塔,1,10,4,3,3,19,16,8.0,2.0,1.0,5.0,9.0,19.0,-10.0,7.0,15.0,25%
24160,不伦瑞克,0,10,3,1,6,15,24,8.0,3.0,2.0,3.0,13.0,14.0,-1.0,11.0,9.0,38%
24160,阿拉维斯,1,10,4,1,5,13,16,9.0,1.0,2.0,6.0,5.0,19.0,-14.0,5.0,19.0,12%
24160,巴利亚多,0,10,1,2,7,6,22,9.0,3.0,1.0,5.0,11.0,15.0,-4.0,10.0,13.0,34%
24160,摩纳哥,1,10,8,2,0,21,7,7.0,4.0,1.0,2.0,13.0,8.0,5.0,13.0,5.0,58%
24160,里尔,0,10,5,1,4,15,12,7.0,6.0,1.0,0.0,14.0,4.0,10.0,19.0,1.0,86%
24160,巴斯蒂亚,1,10,6,3,1,15,9,8.0,2.0,2.0,4.0,8.0,10.0,-2.0,8.0,13.0,25%
24160,克莱蒙,0,10,2,2,6,10,17,7.0,3.0,3.0,1.0,8.0,6.0,2.0,12.0,8.0,43%
24160,格勒诺,1,10,6,1,3,23,13,8.0,4.0,3.0,1.0,18.0,9.0,9.0,15.0,4.0,50%
24160,梅斯,0,10,4,4,2,19,13,8.0,4.0,1.0,3.0,14.0,9.0,5.0,13.0,6.0,50%
24160,甘冈,1,10,5,2,3,23,16,7.0,3.0,2.0,2.0,11.0,9.0,2.0,11.0,11.0,43%
24160,波城,0,10,5,2,3,19,13,8.0,4.0,1.0,3.0,16.0,14.0,2.0,13.0,7.0,50%
24160,拉瓦勒,1,10,4,2,4,16,12,8.0,5.0,1.0,2.0,12.0,10.0,2.0,16.0,3.0,63%
24160,敦刻尔克,0,10,5,3,2,14,12,8.0,3.0,2.0,3.0,12.0,8.0,4.0,11.0,10.0,38%
24160,马迪圭斯,1,10,3,2,5,10,21,8.0,2.0,0.0,6.0,9.0,13.0,-4.0,6.0,16.0,25%
24160,罗德兹,0,10,3,0,7,14,18,8.0,1.0,2.0,5.0,6.0,19.0,-13.0,5.0,17.0,13%
24160,圣红星,1,10,3,1,6,10,19,8.0,2.0,1.0,5.0,7.0,13.0,-6.0,7.0,14.0,25%
24160,卡昂,0,10,3,1,6,11,20,8.0,2.0,1.0,5.0,8.0,16.0,-8.0,7.0,15.0,25%
24160,埃因FC,1,10,5,3,2,17,8,9.0,3.0,3.0,3.0,12.0,12.0,0.0,12.0,10.0,34%
24160,埃门,0,10,3,3,4,12,13,9.0,4.0,3.0,2.0,13.0,8.0,5.0,15.0,5.0,45%
24160,坎布尔,1,10,4,1,5,8,8,9.0,4.0,1.0,4.0,19.0,16.0,3.0,13.0,8.0,45%
24160,福伦丹,0,10,4,1,5,20,19,9.0,3.0,1.0,5.0,7.0,8.0,-1.0,10.0,16.0,34%
24159,日本,1,10,9,0,1,35,4,3.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,34%
24159,澳大利亚,0,10,6,3,1,23,4,3.0,3.0,0.0,0.0,14.0,0.0,14.0,9.0,1.0,100%
24159,韩国,1,10,5,4,1,19,6,3.0,2.0,1.0,0.0,2.0,0.0,2.0,7.0,2.0,67%
24159,伊拉克,0,10,8,1,1,20,7,3.0,2.0,1.0,0.0,5.0,1.0,4.0,7.0,1.0,67%
24159,中国,1,10,1,4,5,9,18,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,5.0,0%
24159,印尼,0,10,3,4,3,10,12,3.0,0.0,0.0,3.0,2.0,12.0,-10.0,0.0,6.0,0%
24159,乌兹别克,1,10,6,4,0,16,6,3.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,3.0,34%
24159,阿联酋,0,10,4,4,2,17,9,3.0,2.0,1.0,0.0,4.0,2.0,2.0,7.0,1.0,67%
24159,约旦,1,10,6,2,2,22,9,3.0,1.0,0.0,2.0,5.0,4.0,1.0,3.0,4.0,34%
24159,阿曼,0,10,4,3,3,15,8,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,3.0,34%
24159,沙特,1,10,4,4,2,12,8,3.0,1.0,1.0,1.0,3.0,7.0,-4.0,4.0,4.0,34%
24159,巴林,0,10,5,3,2,15,11,3.0,1.0,1.0,1.0,3.0,4.0,-1.0,4.0,3.0,34%
24159,乌拉圭,1,10,3,5,2,12,6,9.0,4.0,3.0,2.0,6.0,4.0,2.0,12.0,5.0,45%
24159,厄瓜多尔,0,10,4,3,3,11,8,9.0,4.0,3.0,2.0,13.0,6.0,7.0,15.0,3.0,45%
24159,阿根廷,1,10,6,3,1,17,5,9.0,4.0,0.0,5.0,11.0,15.0,-4.0,12.0,6.0,45%
24159,玻利维亚,0,10,4,0,6,10,18,9.0,6.0,1.0,2.0,13.0,5.0,8.0,19.0,1.0,67%
24159,巴西,1,10,4,5,1,15,10,9.0,1.0,3.0,5.0,3.0,10.0,-7.0,6.0,9.0,12%
24159,秘鲁,0,10,4,3,3,9,6,9.0,4.0,1.0,4.0,11.0,9.0,2.0,13.0,4.0,45%
24159,北爱尔兰,1,10,4,2,4,9,12,3.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,1.0,34%
24159,保加利亚,0,10,2,7,1,8,8,3.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,34%
24159,波兰,1,10,4,2,4,17,15,3.0,2.0,0.0,1.0,4.0,3.0,1.0,6.0,2.0,67%
24159,克罗地亚,0,10,5,3,2,16,12,3.0,1.0,0.0,2.0,4.0,6.0,-2.0,3.0,3.0,34%
24159,苏格兰,1,10,1,2,7,10,21,3.0,3.0,0.0,0.0,7.0,3.0,4.0,9.0,1.0,100%
24159,葡萄牙,0,10,6,2,2,16,8,3.0,0.0,0.0,3.0,4.0,7.0,-3.0,0.0,4.0,0%
24159,西班牙,1,10,8,2,0,19,5,3.0,1.0,1.0,1.0,2.0,2.0,0.0,4.0,3.0,34%
24159,塞尔维亚,0,10,3,3,4,8,10,3.0,2.0,1.0,0.0,5.0,1.0,4.0,7.0,1.0,67%
24159,瑞士,1,10,3,4,3,14,13,3.0,2.0,0.0,1.0,4.0,1.0,3.0,6.0,2.0,67%
24159,丹麦,0,10,5,3,2,13,7,3.0,0.0,0.0,3.0,1.0,8.0,-7.0,0.0,4.0,0%
24158,哈萨克,1,10,2,1,7,10,23,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,3.0,34%
24158,斯文尼亚,0,10,3,6,1,11,8,3.0,0.0,1.0,2.0,0.0,7.0,-7.0,1.0,4.0,0%
24158,亚美尼亚,1,10,2,2,6,12,16,3.0,2.0,1.0,0.0,6.0,1.0,5.0,7.0,1.0,67%
24158,北马其顿,0,10,3,3,4,14,15,3.0,1.0,1.0,1.0,6.0,5.0,1.0,4.0,2.0,34%
24158,芬兰,1,10,2,1,7,13,23,3.0,2.0,0.0,1.0,5.0,2.0,3.0,6.0,2.0,67%
24158,英格兰,0,10,4,4,2,12,8,3.0,0.0,0.0,3.0,1.0,7.0,-6.0,0.0,4.0,0%
24158,列支敦,1,10,1,3,6,4,18,2.0,1.0,1.0,0.0,3.0,2.0,1.0,4.0,1.0,50%
24158,直布罗陀,0,10,2,2,6,4,30,2.0,0.0,1.0,1.0,2.0,3.0,-1.0,1.0,3.0,0%
24158,奥地利,1,10,5,2,3,22,12,3.0,2.0,1.0,0.0,5.0,1.0,4.0,7.0,1.0,67%
24158,挪威,0,10,4,3,3,16,11,3.0,1.0,1.0,1.0,6.0,3.0,3.0,4.0,3.0,34%
24158,法罗群岛,1,10,1,3,6,8,15,3.0,1.0,0.0,2.0,2.0,7.0,-5.0,3.0,3.0,34%
24158,拉脱维亚,0,10,2,2,6,6,19,3.0,0.0,2.0,1.0,3.0,4.0,-1.0,2.0,4.0,0%
24158,希腊,1,10,6,2,2,19,6,3.0,1.0,0.0,2.0,2.0,5.0,-3.0,3.0,3.0,34%
24158,爱尔兰,0,10,3,2,5,9,12,3.0,3.0,0.0,0.0,7.0,1.0,6.0,9.0,1.0,100%
24158,阿塞拜疆,1,10,3,1,6,11,20,3.0,2.0,1.0,0.0,5.0,2.0,3.0,7.0,2.0,67%
24158,斯洛伐克,0,10,5,4,1,18,7,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,4.0,0%
24158,比利时,1,10,4,3,3,14,9,3.0,2.0,0.0,1.0,7.0,4.0,3.0,6.0,2.0,67%
24158,法国,0,10,4,4,2,11,7,3.0,1.0,1.0,1.0,5.0,5.0,0.0,4.0,3.0,34%
24158,波黑,1,10,1,1,8,8,24,3.0,0.0,2.0,1.0,1.0,6.0,-5.0,2.0,3.0,0%
24158,匈牙利,0,10,4,2,4,10,13,3.0,0.0,1.0,2.0,3.0,7.0,-4.0,1.0,4.0,0%
24158,爱沙尼亚,1,10,2,1,7,10,22,3.0,2.0,1.0,0.0,8.0,3.0,5.0,7.0,2.0,67%
24158,瑞典,0,10,5,1,4,16,17,3.0,1.0,0.0,2.0,3.0,5.0,-2.0,3.0,3.0,34%
24158,德国,1,10,6,4,0,22,7,3.0,1.0,2.0,0.0,8.0,5.0,3.0,5.0,2.0,34%
24158,荷兰,0,10,5,3,2,22,12,3.0,2.0,1.0,0.0,9.0,3.0,6.0,7.0,1.0,67%
24158,冰岛,1,10,5,1,4,14,14,3.0,2.0,1.0,0.0,4.0,1.0,3.0,7.0,1.0,67%
24158,土耳其,0,10,5,2,3,13,11,3.0,1.0,1.0,1.0,5.0,5.0,0.0,4.0,3.0,34%
24158,威尔士,1,10,3,6,1,12,11,3.0,0.0,0.0,3.0,1.0,5.0,-4.0,0.0,4.0,0%
24158,黑山,0,10,3,0,7,9,16,3.0,1.0,2.0,0.0,4.0,3.0,1.0,5.0,2.0,34%
24157,秘鲁,1,10,3,4,3,9,7,8.0,4.0,3.0,1.0,13.0,5.0,8.0,15.0,3.0,50%
24157,乌拉圭,0,10,4,5,1,16,5,8.0,0.0,3.0,5.0,2.0,10.0,-8.0,3.0,10.0,0%
24157,爱沙尼亚,1,10,1,2,7,8,22,2.0,0.0,0.0,2.0,1.0,5.0,-4.0,0.0,3.0,0%
24157,阿塞拜疆,0,10,4,1,5,12,17,2.0,0.0,0.0,2.0,0.0,4.0,-4.0,0.0,4.0,0%
24157,波黑,1,10,1,1,8,7,23,2.0,1.0,1.0,0.0,7.0,2.0,5.0,4.0,1.0,50%
24157,德国,0,10,6,4,0,22,7,2.0,0.0,1.0,1.0,2.0,5.0,-3.0,1.0,3.0,0%
24157,捷克,1,10,6,1,3,23,15,2.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,2.0,50%
24157,阿尔巴亚,0,10,3,2,5,11,12,2.0,1.0,0.0,1.0,4.0,6.0,-2.0,3.0,3.0,50%
24157,匈牙利,1,10,5,1,4,12,13,2.0,1.0,1.0,0.0,7.0,4.0,3.0,4.0,2.0,50%
24157,荷兰,0,10,6,2,2,25,11,2.0,0.0,1.0,1.0,0.0,5.0,-5.0,1.0,4.0,0%
24157,冰岛,1,10,5,0,5,14,16,2.0,1.0,1.0,0.0,2.0,1.0,1.0,4.0,2.0,50%
24157,威尔士,0,10,4,5,1,14,9,2.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,50%
24157,斯洛伐克,1,10,5,3,2,16,7,2.0,2.0,0.0,0.0,6.0,1.0,5.0,6.0,1.0,100%
24157,瑞典,0,10,5,1,4,15,16,2.0,2.0,0.0,0.0,3.0,0.0,3.0,6.0,2.0,100%
24157,土耳其,1,10,4,2,4,13,17,2.0,0.0,0.0,2.0,1.0,4.0,-3.0,0.0,4.0,0%
24157,黑山,0,10,4,0,6,12,17,2.0,1.0,1.0,0.0,3.0,1.0,2.0,4.0,1.0,50%
24157,保加利亚,1,10,2,6,2,8,10,2.0,0.0,0.0,2.0,0.0,3.0,-3.0,0.0,4.0,0%
24157,卢森堡,0,10,3,1,6,8,15,2.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,50%
24157,克罗地亚,1,10,5,3,2,15,11,2.0,0.0,0.0,2.0,3.0,5.0,-2.0,0.0,4.0,0%
24157,苏格兰,0,10,1,3,6,12,22,2.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0,50%
24157,塞浦路斯,1,10,3,1,6,10,21,2.0,2.0,0.0,0.0,6.0,1.0,5.0,6.0,1.0,100%
24157,罗马尼亚,0,10,3,3,4,14,13,2.0,1.0,0.0,1.0,1.0,4.0,-3.0,3.0,3.0,50%
24157,波兰,1,10,5,2,3,18,12,2.0,2.0,0.0,0.0,4.0,2.0,2.0,6.0,1.0,100%
24157,葡萄牙,0,10,6,2,2,17,9,2.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,50%
24157,塞尔维亚,1,10,2,4,4,8,12,2.0,0.0,0.0,2.0,1.0,6.0,-5.0,0.0,4.0,0%
24157,瑞士,0,10,4,4,2,15,11,2.0,0.0,1.0,1.0,0.0,2.0,-2.0,1.0,3.0,0%
24157,西班牙,1,10,8,2,0,23,6,2.0,2.0,0.0,0.0,4.0,0.0,4.0,6.0,1.0,100%
24157,丹麦,0,10,5,4,1,13,6,2.0,1.0,1.0,0.0,4.0,1.0,3.0,4.0,2.0,50%
24156,澳大利亚,1,10,6,3,1,21,3,2.0,0.0,0.0,2.0,1.0,9.0,-8.0,0.0,6.0,0%
24156,中国,0,10,1,4,5,9,17,2.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,5.0,0%
24156,约旦,1,10,7,2,1,24,7,2.0,1.0,1.0,0.0,3.0,1.0,2.0,4.0,2.0,50%
24156,韩国,0,10,4,5,1,20,9,2.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,1.0,50%
24156,乌兹别克,1,10,7,3,0,19,6,2.0,2.0,0.0,0.0,2.0,0.0,2.0,6.0,2.0,100%
24156,伊朗,0,10,7,2,1,19,8,2.0,2.0,0.0,0.0,4.0,2.0,2.0,6.0,1.0,100%
24156,巴林,1,10,5,2,3,14,12,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,5.0,0%
24156,印尼,0,10,4,3,3,9,10,2.0,1.0,0.0,1.0,1.0,5.0,-4.0,3.0,4.0,50%
24156,阿曼,1,10,4,3,3,12,8,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,4.0,0%
24156,科威特,0,10,2,3,5,8,11,2.0,0.0,0.0,2.0,1.0,4.0,-3.0,0.0,6.0,0%
24156,卡塔尔,1,10,6,3,1,19,12,2.0,0.0,0.0,2.0,2.0,4.0,-2.0,0.0,6.0,0%
24156,吉尔吉斯,0,10,3,3,4,14,13,2.0,0.0,1.0,1.0,3.0,5.0,-2.0,1.0,5.0,0%
24156,沙特,1,10,5,4,1,14,7,2.0,2.0,0.0,0.0,12.0,0.0,12.0,6.0,1.0,100%
24156,日本,0,10,8,0,2,34,6,2.0,1.0,1.0,0.0,3.0,2.0,1.0,4.0,2.0,50%
24156,玻利维亚,1,10,3,0,7,11,21,8.0,4.0,4.0,0.0,9.0,5.0,4.0,16.0,2.0,50%
24156,哥伦比亚,0,10,7,3,0,23,5,8.0,3.0,0.0,5.0,10.0,15.0,-5.0,9.0,8.0,38%
24156,委内瑞拉,1,10,3,4,3,9,10,8.0,6.0,0.0,2.0,12.0,4.0,8.0,18.0,1.0,75%
24156,阿根廷,0,10,7,2,1,17,4,8.0,2.0,4.0,2.0,6.0,7.0,-1.0,10.0,6.0,25%
24156,奥地利,1,10,5,2,3,20,12,2.0,0.0,1.0,1.0,0.0,3.0,-3.0,1.0,4.0,0%
24156,哈萨克,0,10,2,1,7,11,22,2.0,0.0,1.0,1.0,2.0,3.0,-1.0,1.0,3.0,0%
24156,英格兰,1,10,4,4,2,11,7,2.0,2.0,0.0,0.0,5.0,0.0,5.0,6.0,1.0,100%
24156,希腊,0,10,6,2,2,19,5,2.0,2.0,0.0,0.0,4.0,0.0,4.0,6.0,2.0,100%
24156,芬兰,1,10,2,1,7,12,22,2.0,0.0,0.0,2.0,0.0,4.0,-4.0,0.0,3.0,0%
24156,爱尔兰,0,10,2,2,6,7,13,2.0,0.0,0.0,2.0,0.0,5.0,-5.0,0.0,4.0,0%
24156,意大利,1,10,6,2,2,13,8,2.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,50%
24156,比利时,0,10,4,3,3,12,7,2.0,2.0,0.0,0.0,5.0,2.0,3.0,6.0,1.0,100%
24156,挪威,1,10,4,3,3,17,11,2.0,1.0,1.0,0.0,4.0,1.0,3.0,4.0,1.0,50%
24156,斯洛文尼亚,0,10,3,7,0,13,7,2.0,1.0,1.0,0.0,2.0,1.0,1.0,4.0,2.0,50%
24155,维拉,1,10,7,1,2,18,12,6.0,2.0,1.0,3.0,5.0,8.0,-3.0,7.0,14.0,34%
24155,曼联,0,10,3,4,3,17,13,6.0,4.0,1.0,1.0,12.0,9.0,3.0,13.0,5.0,67%
24155,切尔西,1,10,7,1,2,27,11,6.0,2.0,3.0,1.0,6.0,5.0,1.0,9.0,11.0,34%
24155,诺丁汉,0,10,3,5,2,11,10,6.0,4.0,1.0,1.0,15.0,7.0,8.0,13.0,4.0,67%
24155,布赖顿,1,10,6,3,1,22,10,6.0,3.0,1.0,2.0,12.0,5.0,7.0,10.0,8.0,50%
24155,热刺,0,10,6,1,3,21,10,6.0,2.0,3.0,1.0,10.0,8.0,2.0,9.0,11.0,34%
24155,海登海姆,1,10,8,0,2,23,12,5.0,3.0,2.0,0.0,8.0,2.0,6.0,11.0,4.0,60%
24155,莱红牛,0,10,5,3,2,19,10,5.0,3.0,0.0,2.0,10.0,7.0,3.0,9.0,8.0,60%
24155,法兰克福,1,10,7,1,2,28,16,5.0,4.0,1.0,0.0,17.0,4.0,13.0,13.0,1.0,80%
24155,拜仁,0,10,8,1,1,37,7,5.0,4.0,0.0,1.0,11.0,6.0,5.0,12.0,2.0,80%
24155,斯图加特,1,10,4,4,2,27,17,5.0,1.0,0.0,4.0,9.0,15.0,-6.0,3.0,16.0,20%
24155,霍芬海姆,0,10,3,2,5,20,20,5.0,2.0,2.0,1.0,14.0,10.0,4.0,8.0,9.0,40%
24155,拉齐奥,1,10,6,2,2,21,12,6.0,2.0,4.0,0.0,5.0,2.0,3.0,10.0,8.0,34%
24155,恩波利,0,10,5,4,1,13,6,6.0,3.0,1.0,2.0,12.0,10.0,2.0,10.0,9.0,50%
24155,蒙扎,1,10,1,5,4,10,14,6.0,2.0,3.0,1.0,7.0,4.0,3.0,9.0,10.0,34%
24155,罗马,0,10,3,5,2,13,7,6.0,0.0,3.0,3.0,4.0,8.0,-4.0,3.0,20.0,0%
24155,佛罗伦萨,1,10,2,7,1,15,13,6.0,3.0,2.0,1.0,14.0,7.0,7.0,11.0,6.0,50%
24155,AC米兰,0,10,4,3,3,20,14,6.0,1.0,4.0,1.0,7.0,7.0,0.0,7.0,14.0,17%
24155,阿拉维斯,1,10,4,2,4,14,14,8.0,7.0,0.0,1.0,25.0,9.0,16.0,21.0,1.0,88%
24155,巴萨,0,10,8,0,2,31,11,8.0,3.0,1.0,4.0,11.0,12.0,-1.0,10.0,11.0,38%
24155,塞维利亚,1,10,3,3,4,11,15,8.0,3.0,3.0,2.0,8.0,7.0,1.0,12.0,10.0,38%
24155,贝蒂斯,0,10,5,2,3,12,7,8.0,2.0,3.0,3.0,8.0,10.0,-2.0,9.0,14.0,25%
24155,皇家社会,1,10,2,3,5,8,10,8.0,4.0,4.0,0.0,12.0,4.0,8.0,16.0,4.0,50%
24155,马竞,0,10,5,4,1,14,9,8.0,2.0,2.0,4.0,6.0,7.0,-1.0,8.0,15.0,25%
24155,斯特拉斯,1,10,2,4,4,15,21,6.0,2.0,4.0,0.0,5.0,2.0,3.0,10.0,6.0,34%
24155,朗斯,0,10,5,4,1,13,6,6.0,2.0,3.0,1.0,12.0,10.0,2.0,9.0,8.0,34%
24155,尼斯,1,10,3,3,4,19,14,6.0,5.0,1.0,0.0,20.0,5.0,15.0,16.0,2.0,84%
24155,巴黎圣曼,0,10,6,3,1,24,10,6.0,2.0,2.0,2.0,14.0,6.0,8.0,8.0,11.0,34%
24154,阿森纳,1,10,7,3,0,23,7,6.0,0.0,1.0,5.0,3.0,12.0,-9.0,1.0,19.0,0%
24154,南安普敦,0,10,1,4,5,10,17,6.0,4.0,2.0,0.0,12.0,5.0,7.0,14.0,3.0,67%
24154,布伦特,1,10,4,3,3,17,16,6.0,0.0,1.0,5.0,6.0,16.0,-10.0,1.0,20.0,0%
24154,狼队,0,10,2,1,7,13,20,6.0,2.0,1.0,3.0,8.0,10.0,-2.0,7.0,12.0,34%
24154,莱切斯特,1,10,1,4,5,12,16,6.0,2.0,2.0,2.0,8.0,9.0,-1.0,8.0,11.0,34%
24154,伯恩茅斯,0,10,4,3,3,13,13,6.0,0.0,3.0,3.0,8.0,12.0,-4.0,3.0,17.0,0%
24154,曼城,1,10,6,4,0,21,8,6.0,3.0,2.0,1.0,8.0,5.0,3.0,11.0,6.0,50%
24154,富勒姆,0,10,5,3,2,14,8,6.0,4.0,2.0,0.0,14.0,6.0,8.0,14.0,2.0,67%
24154,西汉姆联,1,10,2,3,5,11,20,6.0,0.0,4.0,2.0,5.0,10.0,-5.0,4.0,15.0,0%
24154,伊普斯,0,10,2,5,3,11,14,6.0,1.0,2.0,3.0,6.0,10.0,-4.0,5.0,14.0,17%
24154,埃弗顿,1,10,3,3,4,15,17,6.0,3.0,2.0,1.0,8.0,7.0,1.0,11.0,7.0,50%
24154,纽卡斯尔,0,10,6,3,1,15,8,6.0,1.0,1.0,4.0,7.0,15.0,-8.0,4.0,16.0,17%
24154,波鸿,1,10,3,1,6,16,16,5.0,1.0,1.0,3.0,10.0,11.0,-1.0,4.0,14.0,20%
24154,沃夫斯堡,0,10,3,3,4,19,19,5.0,0.0,1.0,4.0,5.0,11.0,-6.0,1.0,17.0,0%
24154,勒沃库森,1,10,6,3,1,23,13,5.0,0.0,1.0,4.0,7.0,17.0,-10.0,1.0,18.0,0%
24154,基尔,0,10,3,2,5,16,24,5.0,3.0,1.0,1.0,14.0,10.0,4.0,10.0,4.0,60%
24154,柏林联合,1,10,4,4,2,13,14,5.0,3.0,1.0,1.0,11.0,9.0,2.0,10.0,5.0,60%
24154,多特蒙德,0,10,7,2,1,29,13,5.0,2.0,2.0,1.0,4.0,3.0,1.0,8.0,9.0,40%
24154,不来梅,1,10,4,3,3,17,19,5.0,3.0,0.0,2.0,8.0,7.0,1.0,9.0,7.0,60%
24154,弗赖堡,0,10,5,3,2,24,13,5.0,2.0,2.0,1.0,8.0,11.0,-3.0,8.0,10.0,40%
24154,圣保利,1,10,4,2,4,14,12,5.0,1.0,2.0,2.0,8.0,10.0,-2.0,5.0,14.0,20%
24154,美因茨,0,10,3,3,4,15,17,5.0,1.0,1.0,3.0,4.0,6.0,-2.0,4.0,15.0,20%
24154,国际米兰,1,10,4,4,2,18,10,6.0,3.0,2.0,1.0,10.0,8.0,2.0,11.0,6.0,50%
24154,都灵,0,10,5,2,3,17,12,6.0,3.0,2.0,1.0,13.0,7.0,6.0,11.0,5.0,50%
24154,皇马,1,10,6,3,1,20,8,8.0,5.0,2.0,1.0,17.0,15.0,2.0,17.0,3.0,63%
24154,比利亚雷,0,10,5,3,2,19,21,8.0,5.0,3.0,0.0,17.0,6.0,11.0,18.0,2.0,63%
24154,雷恩,1,10,4,2,4,16,16,6.0,5.0,1.0,0.0,12.0,3.0,9.0,16.0,2.0,84%
24154,摩纳哥,0,10,7,2,1,20,8,6.0,2.0,1.0,3.0,10.0,9.0,1.0,7.0,10.0,34%
24153,伊普斯,1,10,3,4,3,11,13,5.0,4.0,0.0,1.0,10.0,7.0,3.0,12.0,5.0,80%
24153,维拉,0,10,7,0,3,18,13,5.0,0.0,3.0,2.0,3.0,8.0,-5.0,3.0,18.0,0%
24153,曼联,1,10,3,3,4,15,12,5.0,2.0,1.0,2.0,9.0,5.0,4.0,7.0,10.0,40%
24153,热刺,0,10,5,1,4,21,14,5.0,2.0,1.0,2.0,5.0,5.0,0.0,7.0,11.0,40%
24153,基尔,1,10,3,2,5,15,23,4.0,3.0,0.0,1.0,7.0,4.0,3.0,9.0,6.0,75%
24153,法兰克福,0,10,7,1,2,27,14,4.0,0.0,1.0,3.0,5.0,13.0,-8.0,1.0,18.0,0%
24153,霍芬海姆,1,10,4,2,4,25,18,4.0,1.0,2.0,1.0,4.0,8.0,-4.0,5.0,12.0,25%
24153,不来梅,0,10,4,3,3,17,17,4.0,1.0,0.0,3.0,6.0,11.0,-5.0,3.0,16.0,25%
